@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-02,2013-02-01,87.18035,87.18035,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-03,2013-03-01,86.39648,86.39648,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-04,2013-04-01,86.56728,86.56728,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-05,2013-05-01,86.04879,86.04879,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-06,2013-06-01,86.04879,86.04879,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-07,2013-07-01,86.13388,86.13388,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-08,2013-08-01,86.56716,86.56716,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-09,2013-09-01,87.2571,87.2571,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-10,2013-10-01,87.34471,87.34471,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-11,2013-11-01,87.25703,87.25703,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-12,2013-12-01,87.51881,87.51881,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-01,2014-01-01,88.39396,88.39396,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-02,2014-02-01,88.8422,88.8422,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-03,2014-03-01,88.39396,88.39396,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-04,2014-04-01,88.03536,88.03536,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-05,2014-05-01,88.12501,88.12501,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-06,2014-06-01,88.03536,88.03536,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-07,2014-07-01,88.03536,88.03536,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-08,2014-08-01,88.21466,88.21466,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-09,2014-09-01,88.6629,88.6629,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-10,2014-10-01,88.6629,88.6629,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-11,2014-11-01,88.39396,88.39396,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2014-12,2014-12-01,88.75256,88.75256,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-01,2015-01-01,89.0215,89.0215,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-02,2015-02-01,90.09729,90.09729,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-03,2015-03-01,89.55939,89.55939,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-04,2015-04-01,89.3801,89.3801,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-05,2015-05-01,89.2008,89.2008,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-06,2015-06-01,89.2008,89.2008,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-07,2015-07-01,89.55939,89.55939,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-08,2015-08-01,90.00764,90.00764,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-09,2015-09-01,90.09729,90.09729,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-10,2015-10-01,89.73869,89.73869,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-11,2015-11-01,89.73869,89.73869,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2015-12,2015-12-01,90.18694,90.18694,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-01,2016-01-01,90.63519,90.63519,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-02,2016-02-01,92.06957,92.06957,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-03,2016-03-01,91.62132,91.62132,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-04,2016-04-01,91.44202,91.44202,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-05,2016-05-01,91.08343,91.08343,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-06,2016-06-01,90.90413,90.90413,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-07,2016-07-01,91.08343,91.08343,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-08,2016-08-01,91.17308,91.17308,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-09,2016-09-01,91.80062,91.80062,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-10,2016-10-01,91.71098,91.71098,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-11,2016-11-01,91.80062,91.80062,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2016-12,2016-12-01,91.97992,91.97992,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-01,2017-01-01,92.96606,92.96606,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-02,2017-02-01,92.78676,92.78676,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-03,2017-03-01,92.51781,92.51781,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-04,2017-04-01,92.51781,92.51781,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-05,2017-05-01,92.60746,92.60746,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-06,2017-06-01,92.42816,92.42816,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-07,2017-07-01,92.33852,92.33852,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-08,2017-08-01,92.78676,92.78676,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-09,2017-09-01,93.32465,93.32465,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-10,2017-10-01,93.41431,93.41431,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-11,2017-11-01,93.41431,93.41431,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2017-12,2017-12-01,93.68325,93.68325,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-01,2018-01-01,94.3108,94.3108,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-02,2018-02-01,95.47623,95.47623,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-03,2018-03-01,94.40044,94.40044,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-04,2018-04-01,94.22115,94.22115,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-05,2018-05-01,94.04185,94.04185,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-06,2018-06-01,94.04185,94.04185,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-07,2018-07-01,94.3108,94.3108,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-08,2018-08-01,94.93834,94.93834,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-09,2018-09-01,95.56588,95.56588,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-10,2018-10-01,95.74518,95.74518,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-11,2018-11-01,95.38658,95.38658,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2018-12,2018-12-01,95.47623,95.47623,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-01,2019-01-01,95.92448,95.92448,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-02,2019-02-01,96.91061,96.91061,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-03,2019-03-01,96.55202,96.55202,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-04,2019-04-01,96.64167,96.64167,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-05,2019-05-01,96.64167,96.64167,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-06,2019-06-01,96.55202,96.55202,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-07,2019-07-01,96.91061,96.91061,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-08,2019-08-01,97.62781,97.62781,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-09,2019-09-01,98.43465,98.43465,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-10,2019-10-01,99.33114,99.33114,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-11,2019-11-01,99.68974,99.68974,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2019-12,2019-12-01,99.68974,99.68974,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-01,2020-01-01,101.1241,101.1241,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-02,2020-02-01,101.931,101.931,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-03,2020-03-01,100.6759,100.6759,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-04,2020-04-01,99.77939,99.77939,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-05,2020-05-01,98.97254,98.97254,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-06,2020-06-01,98.97254,98.97254,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-07,2020-07-01,98.61395,98.61395,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-08,2020-08-01,99.95869,99.95869,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-09,2020-09-01,100.138,100.138,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-10,2020-10-01,99.86903,99.86903,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-11,2020-11-01,99.24149,99.24149,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2020-12,2020-12-01,99.95869,99.95869,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-01,2021-01-01,100.9,100.9,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-02,2021-02-01,101.5,101.5,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-03,2021-03-01,101.0,101.0,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-04,2021-04-01,100.7,100.7,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-05,2021-05-01,100.6,100.6,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-06,2021-06-01,100.2,100.2,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-07,2021-07-01,100.5,100.5,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-08,2021-08-01,100.6,100.6,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-09,2021-09-01,100.6,100.6,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-10,2021-10-01,101.3,101.3,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-11,2021-11-01,101.7,101.7,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2021-12,2021-12-01,101.4,101.4,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-01,2022-01-01,101.9,101.9,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-02,2022-02-01,102.5,102.5,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-03,2022-03-01,102.5,102.5,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-04,2022-04-01,102.9,102.9,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-05,2022-05-01,102.7,102.7,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-06,2022-06-01,102.7,102.7,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-07,2022-07-01,103.2,103.2,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-08,2022-08-01,103.1,103.1,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-09,2022-09-01,103.4,103.4,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-10,2022-10-01,103.5,103.5,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2022-11,2022-11-01,103.3,103.3,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
