@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,REF_AREA,INDICATOR,Frequency,Reference Area,Indicator
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2002-12,2002-12-01,63.24364,63.24364,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-01,2003-01-01,63.93932,63.93932,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-02,2003-02-01,64.51477,64.51477,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-03,2003-03-01,64.12768,64.12768,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-04,2003-04-01,63.99942,63.99942,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-05,2003-05-01,63.55143,63.55143,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-06,2003-06-01,62.78881,62.78881,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-07,2003-07-01,62.47487,62.47487,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-08,2003-08-01,62.91219,62.91219,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-09,2003-09-01,63.66714,63.66714,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-10,2003-10-01,64.24014,64.24014,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-11,2003-11-01,64.88255,64.88255,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2003-12,2003-12-01,65.27184,65.27184,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-01,2004-01-01,65.98983,65.98983,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-02,2004-02-01,65.85785,65.85785,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-03,2004-03-01,66.05542,66.05542,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-04,2004-04-01,66.3857,66.3857,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-05,2004-05-01,66.31931,66.31931,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-06,2004-06-01,65.85508,65.85508,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-07,2004-07-01,65.72337,65.72337,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-08,2004-08-01,66.18343,66.18343,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-09,2004-09-01,66.91145,66.91145,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-10,2004-10-01,66.91145,66.91145,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-11,2004-11-01,66.71072,66.71072,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2004-12,2004-12-01,66.77743,66.77743,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-01,2005-01-01,67.17809,67.17809,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-02,2005-02-01,68.3873,68.3873,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-03,2005-03-01,67.77181,67.77181,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-04,2005-04-01,67.5685,67.5685,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-05,2005-05-01,67.43336,67.43336,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-06,2005-06-01,66.89389,66.89389,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-07,2005-07-01,66.89389,66.89389,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-08,2005-08-01,67.02768,67.02768,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-09,2005-09-01,67.49687,67.49687,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-10,2005-10-01,67.76686,67.76686,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-11,2005-11-01,67.56356,67.56356,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2005-12,2005-12-01,67.83382,67.83382,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-01,2006-01-01,68.71565,68.71565,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-02,2006-02-01,69.05923,69.05923,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-03,2006-03-01,68.4377,68.4377,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-04,2006-04-01,68.57458,68.57458,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-05,2006-05-01,68.506,68.506,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-06,2006-06-01,68.16347,68.16347,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-07,2006-07-01,67.95898,67.95898,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-08,2006-08-01,68.16286,68.16286,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-09,2006-09-01,68.50367,68.50367,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-10,2006-10-01,68.57217,68.57217,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-11,2006-11-01,68.77789,68.77789,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2006-12,2006-12-01,69.74078,69.74078,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-01,2007-01-01,70.22897,70.22897,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-02,2007-02-01,70.93126,70.93126,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-03,2007-03-01,70.71846,70.71846,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-04,2007-04-01,70.64774,70.64774,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-05,2007-05-01,70.85969,70.85969,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-06,2007-06-01,71.14313,71.14313,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-07,2007-07-01,71.78342,71.78342,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-08,2007-08-01,72.64481,72.64481,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-09,2007-09-01,72.86275,72.86275,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-10,2007-10-01,73.08134,73.08134,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-11,2007-11-01,73.59291,73.59291,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2007-12,2007-12-01,74.32883,74.32883,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-01,2008-01-01,75.22079,75.22079,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-02,2008-02-01,77.17652,77.17652,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-03,2008-03-01,76.63628,76.63628,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-04,2008-04-01,76.71292,76.71292,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-05,2008-05-01,76.40607,76.40607,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-06,2008-06-01,76.25326,76.25326,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-07,2008-07-01,76.32951,76.32951,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-08,2008-08-01,76.25318,76.25318,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-09,2008-09-01,76.25318,76.25318,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-10,2008-10-01,76.02442,76.02442,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-11,2008-11-01,75.41623,75.41623,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2008-12,2008-12-01,75.2654,75.2654,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-01,2009-01-01,75.94279,75.94279,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-02,2009-02-01,75.94279,75.94279,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-03,2009-03-01,75.71496,75.71496,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-04,2009-04-01,75.56353,75.56353,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-05,2009-05-01,75.33684,75.33684,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-06,2009-06-01,74.96015,74.96015,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-07,2009-07-01,74.96015,74.96015,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-08,2009-08-01,75.33495,75.33495,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-09,2009-09-01,75.63628,75.63628,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-10,2009-10-01,75.56251,75.56251,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-11,2009-11-01,75.7899,75.7899,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2009-12,2009-12-01,76.54786,76.54786,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-01,2010-01-01,77.00264,77.00264,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-02,2010-02-01,77.93114,77.93114,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-03,2010-03-01,77.38162,77.38162,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-04,2010-04-01,77.53953,77.53953,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-05,2010-05-01,77.46373,77.46373,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-06,2010-06-01,76.99632,76.99632,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-07,2010-07-01,77.30582,77.30582,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-08,2010-08-01,77.76691,77.76691,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-09,2010-09-01,78.23433,78.23433,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-10,2010-10-01,78.78385,78.78385,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-11,2010-11-01,79.64919,79.64919,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2010-12,2010-12-01,80.04712,80.04712,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-01,2011-01-01,80.8493,80.8493,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-02,2011-02-01,81.8829,81.8829,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-03,2011-03-01,81.71854,81.71854,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-04,2011-04-01,81.80072,81.80072,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-05,2011-05-01,81.8829,81.8829,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-06,2011-06-01,82.12944,82.12944,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-07,2011-07-01,82.48972,82.48972,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-08,2011-08-01,82.72406,82.72406,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-09,2011-09-01,83.11464,83.11464,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-10,2011-10-01,83.19276,83.19276,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-11,2011-11-01,83.03652,83.03652,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2011-12,2011-12-01,83.27087,83.27087,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-01,2012-01-01,84.52071,84.52071,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-02,2012-02-01,84.4426,84.4426,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-03,2012-03-01,84.59883,84.59883,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-04,2012-04-01,84.52071,84.52071,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-05,2012-05-01,84.28637,84.28637,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-06,2012-06-01,83.81767,83.81767,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-07,2012-07-01,83.89579,83.89579,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-08,2012-08-01,84.44312,84.44312,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-09,2012-09-01,84.70231,84.70231,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-10,2012-10-01,84.61381,84.61381,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-11,2012-11-01,84.75506,84.75506,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2012-12,2012-12-01,85.37871,85.37871,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
monthly,IMF,CPI,Consumer Price Index (CPI),M.CN.PCPI_IX,"Monthly – China – Consumer Price Index, All items",2013-01,2013-01-01,86.23212,86.23212,M,CN,PCPI_IX,Monthly,China,"Consumer Price Index, All items"
